名字,正文,时间,text_result
"
飞过海去5470448959",铁老大 ,20200210-20200213,
"
爱瑞思拜",一说真话，没一个接受得了 ,20200210-20200213,
"
B365水果酵素合伙人慧慧",没了，但是你可以去铁路网大哥微博底下找，或者微博搜索一下日尼玛，上过热搜，一搜就搜出来了 ,20200210-20200213,
"
西安市新城区最优秀学生",过去的各种猜测会一步一步被证实的 ,20200210-20200213,
"
ccari_wei",说好的致死率不如撒斯讷 ,20200210-20200213,
"
朗朗的乾坤",这病轻症的多，但是要早发现早治疗，千万不能拖 ,20200210-20200213,
"
伍宝安康",我也 ,20200210-20200213,
"
Super-ZY98",可防可控和不防不控不是一码事，zf不作为有什么办法 ,20200210-20200213,
"
哼哼珩珩横",我觉得当年非典死亡率高，主要还是因为当时的医疗水平没有现在那么高。 ,20200210-20200213,
"
万里云霄80310",可防可控，人不传人；现在变成比非典厉害，比非典难治…误国误民呀… ,20200210-20200213,
"
美丽雄州",转发微博 ,20200210-20200213,
"
小叮铛的小叮铃",石正丽没编进去 ,20200210-20200213,
"
W曾经的0000",那会非典还小没什么感觉，现在真的怕了 ,20200210-20200213,
"
爱瑞思拜",吃住全包 ,20200210-20200213,
"
面对疾风吧SR",科普一下，这个病毒名称为SARS-CoV-2，COVID-19是WHO命名的疾病名称，NCP是中国命名的疾病名称。 ,20200210-20200213,
"
4-囍",@傻傻的蝎 ,20200210-20200213,
"
我老王在你隔壁",看来目前最有效的办法就是迅速隔离治疗，不给病毒任何传播机会。 ,20200210-20200213,
"
仗剑逍遥客",终于承认比SARS厉害了。 ,20200210-20200213,
"
网事微闻A",一开始就几十个患者，早点控制住，就没有这么大的灾难了，你说这个领导有罪吗？ ,20200210-20200213,
"
稀土农用与热作",这大大超出了对普通病毒感染常识的认知！有可能是因为三代、四代传染发生的变异！希望疫苗或者特效药尽快研发出来。 ,20200210-20200213,
"
就叫幸福面馆吧",这些无辜病人遭受的痛苦令人心碎?? ,20200210-20200213,
"
盖世猛男蔡徐坤",是 明白 ,20200210-20200213,
"
南海的小圈圈",感觉发展挺快的，其实也就1个多月时间 ,20200210-20200213,
"
Rachel_晴儿",还有心脏方面的问题？我觉得我现在整个人都不好了 ,20200210-20200213,
"
昵称不好想想到还不能用",希望大家都平安 ,20200210-20200213,
"
惜缘51002",疑是患者可以全部吃中药，不用等到查出来再治都晚了，中药没副作用吃不死的 ,20200210-20200213,
"
B365水果酵素合伙人慧慧",甄冠状已经升级为钮钴禄冠状 ,20200210-20200213,
"
威化饼干h",说的是病情发展也不完全是废话吧，有些刚开始病情不明显，甚至轻症，但后来可能突然加重危急生命很快..... ,20200210-20200213,
"
不会哭泣的鹰",因为以前那些都是饭桶！ ,20200210-20200213,
"
云中的宝贝baby-G",这是个病毒界的扛把子嘛？！ ,20200210-20200213,
"
iBossu",所以不是姐妹。。。是大哥 ,20200210-20200213,
"
宅囧宅囧",前期确诊要符合的三个条件难，一直没有人确诊，所以觉得控制住了。 ,20200210-20200213,
"
再见北京0407",十七年前我在广东也是正常做工，今年就没办法了 ,20200210-20200213,
"
炜炜i道来",不想再说什么了……究其源头，当以诛之。立刻执行?? ,20200210-20200213,
"
非言陌",姐妹！别激动！我只是感慨这个病毒太狡猾，太恐怖，没有说专家不好！ ,20200210-20200213,
"
爱粉的孩子",的确可防可控 只是有的人没这个能力不做而已 ,20200210-20200213,
"
景忠浩",操，大哥 ,20200210-20200213,
"
娱股张",就不出来就不出来，你能咋地？ ,20200210-20200213,
"
静流Katie",画风不对啊！不是说传染性强，毒性不大么？ ,20200210-20200213,
"
咩尛白",SARS plus ,20200210-20200213,
"
森屿木香",放心，不会有事的。提前准备好东西，手机一直保持有电，特殊时期只能坚强了，加油???? ,20200210-20200213,
"
名字随便改改就好了",非典染上很快就挂了，很危重，常规都要使用大剂量激素，后遗症很严重。这个病毒，除了危重救命的，其他的病人不用激素的。 ,20200210-20200213,
"
浅浅是只小猫咪",嗯？？？ ,20200210-20200213,
"
七七七彩草",这本来就是一步步认识的，而且致死率来说非典要比这个高好几倍危害是比较大，但这个传染性强，所以感染人数多。新闻意思说医学上危重病例加重发展比sara更快更复杂，但毕竟是轻症多 ,20200210-20200213,
"
月涌江流518",真是与时俱进啊！ ,20200210-20200213,
"
曹峰201906",换人了当然要把实情说出来，继续瞒着到时候出事那不是背锅嘛 ,20200210-20200213,
"
shenqc0818",感觉一些人已经放松警惕了 今天下楼拿快递 小区里够热闹的 遛狗的 扎堆唠嗑的 竟然还有一个不戴口罩的 ,20200210-20200213,
"
S风中尘埃",你开挂，你坐列车抢着过来评论！ ,20200210-20200213,
"
北国隐圣",而且目前来看虽然新冠肺炎死亡人数总数比非典要多，但是死亡率低 ,20200210-20200213,
"
seney",病毒都知道升级 ,20200210-20200213,
"
云中的宝贝baby-G",西塔啦和钮祜禄是什么鬼啊哈哈哈哈哈哈 ,20200210-20200213,
"
宁静的都城",当时那位专家说，没有人传人。这是重点。 ,20200210-20200213,
"
我是果果小淘气",简单的嘴臭，极致的享受 ,20200210-20200213,
"
编一段美好的幻想",对的，那时候我妈在广州的药店上班，每天没时间看电视，网络也不发达，连口罩都没戴 ,20200210-20200213,
"
那是夏夏呀",还有原微博吗 ,20200210-20200213,
"
明月皎皎出天山",不是有治愈者说就像得了一次重感冒？呼吸衰竭、心脏受攻击？？顿时感觉心脏都不好受了 ,20200210-20200213,
"
suo思琑suo想",这说的是呼吸衰竭病状进展，不是说严重不严重好不好治 ,20200210-20200213,
"
我是果果小淘气",我来给大哥捧场了 ,20200210-20200213,
"
B365水果酵素合伙人慧慧",红会事件，铁路网在武汉红会的官微评论了一句（日尼玛红会） ,20200210-20200213,
"
罾繁榮",发作快 ,20200210-20200213,
"
时间煮雨636",不是说没有SARS厉害吗 ,20200210-20200213,
"
笑看人间是是非非_",哦 ,20200210-20200213,
"
happy恰恰力",为说实话点赞 ,20200210-20200213,
"
boo_dong",这意思是比sars还厉害@健康陕西 ,20200210-20200213,
"
文雅静",所以，这是非典升级版吗？太可怕了?? ,20200210-20200213,
"
整几个硬菜",我过来丢雷老母了 ,20200210-20200213,
"
小鸡的微博在这里",医疗技术在发展，病毒也在进化… ,20200210-20200213,
"
北国隐圣",确实是造成损失严重，尤其多地政府要求企业给停工在家的职员工照常发工资，对好多企业造成了很大压力。但是结合多日官方媒体消息发布和报道，貌似意思是比非典时期损失要小 ,20200210-20200213,
"
馨仪已久",怎么今天晚上一听，这话一个比一个瘆得慌啊 ,20200210-20200213,
"
易图-萧楞严",和2003年非典相比，这次的患者心脏受到攻击也非常厉害。 ,20200210-20200213,
"
南平七里香",传染性和传染速度比非典强，毕竟这个潜伏期都要传染，非典潜伏期不传染的。但是这个病的致死率没有非典强，确诊的患者大多是轻症，危重病人很少，不像非典基本都是危重病人。 ,20200210-20200213,
"
南海的小圈圈",现在看没有研究清楚，当时认为没有问题，科学实验也是允许失败的。 ,20200210-20200213,
"
霸者狙神",医学在进步，病毒在进化，就看谁更快 ,20200210-20200213,
"
那年的足球1998",前提是早防早控，你看那帮领导整的 ,20200210-20200213,
"
365fly",当年山西北京重灾区，我在山西，当时全部封闭，高中都住校，跟现在封锁一样的方式。 ,20200210-20200213,
"
霸者狙神",病毒也在努力进化自己啊 ,20200210-20200213,
"
大米饭消耗机器",虽然但是，哈哈哈哈哈哈哈哈h哈哈哈哈哈哈哈哈dbq ,20200210-20200213,
"
馨仪已久",我也记得这么说啊，不说比不上非典么，钟老不也这么说么 ,20200210-20200213,
"
神奇德利赫特",这话没人点头他敢说？ ,20200210-20200213,
"
打雷要下雨哦哦",@锋锐律师刘旭 之前不是说病情进展没有非典快吗？ ,20200210-20200213,
"
正威zzw",到底是什么样的，一会轻一会重，没个方向 ,20200210-20200213,
"
爆裂甜心小鳄鱼毛毛",换领导了，你懂的 ,20200210-20200213,
"
我有一个小慕宝",到底什么时候能好加油啊！ ,20200210-20200213,
"
ChuHsiaoFeng",老铁哪都第一，给个双击666 ,20200210-20200213,
"
华哥4230",对于一种新病毒，研究认识也是一步一步深入的，前后说法不一样也很正常，就是话不能说的太死，没弄透彻就下结论。 ,20200210-20200213,
"
半糖驴酱",躲在背几里怯怯发抖……………… ,20200210-20200213,
"
雪灵樱",真实的数据和真实的的情况，告诉我们，我们不怕知道真相，害怕无知，更害怕死于无知。我们愿意配合国家的政策就算没法正常上班，上课，只为冬天早日结束。 ,20200210-20200213,
"
阿篱我很乖",哥早睡早起啊。 ,20200210-20200213,
"
章鱼稣",早点把湖北那些人弄下去早就控制住了 ,20200210-20200213,
"
瓦恰择择",大哥，你好，又碰面了 ,20200210-20200213,
"
肥荣V",怎么一时说一样啊，算了，严重的程度摆在那里再怎么对比都没有意义，挺住…… ,20200210-20200213,
"
kk的小日子吃喝玩乐",心脏也收到攻击？类似爆发性性心肌炎？ ,20200210-20200213,
"
没别的就是喜欢你",希望所有人都可以平安 ,20200210-20200213,
"
whjyzgj",没研究清楚就拿出来说也气人 比如双黄连没有针对这次病毒做任何实验就敢说有遏制作用 还好被骗多了大家也没那么信了 ,20200210-20200213,
"
南平七里香",非典后遗症很严重是因为在治疗的时候使用了剂量非常大的激素。但是我在微博看到有治愈的患者发的治疗方案，这次肺炎大多数患者的治疗基本没有使用激素，所以应该不会发生像非典那样的后遗症。 ,20200210-20200213,
"
馨仪已久",怎么问题一下变得严重了啊，话锋完全不一样了 ,20200210-20200213,
"
芳心纵火犯郭德纲",大哥好 ,20200210-20200213,
"
看_飞碟_",这是sars的姐妹么，这是sars的爸爸吧 ,20200210-20200213,
"
南海的小圈圈",按照病理研究，照片不一定能说明什么 ,20200210-20200213,
"
流弊帅帅哥",终于说实话了 ,20200210-20200213,
"
嫑叫我死鬼",没事不要说大话????到后来总是啪啪打脸 谦虚点????认真的????负责点????事情可能就会小一点 ,20200210-20200213,
"
三颗心云朵",啥时候完事，好烦，小孩不知道多会可以上学， ,20200210-20200213,
"
王_陆拾儿",那就是哪方面都比非典严重了，前不久不是还在说没有非典厉害吗？一天一个说法。 ,20200210-20200213,
"
Hermann中国零售微博",新冠肺炎病情发展可以比SARS 更严重？ ,20200210-20200213,
"
ATFG2020",大哥好 ,20200210-20200213,
"
生命在于吃零食",训诫书警告！ ,20200210-20200213,
"
云中的宝贝baby-G",为啥叫他大哥？ ,20200210-20200213,
"
夏YH近旁木棉",能不能不去深圳复工？！ ,20200210-20200213,
"
jrhrgefwfec",毒性是SARS的弟弟，传染力是SARS的哥哥 ,20200210-20200213,
"
宅囧宅囧",最早元旦过后那周就看见网上有医生全身武装看病的那张图了然而一点措施都没有 ,20200210-20200213,
"
GicaHUI",谁他妈说得轻症一周回复出院，重症二周出院，信心十足的啊 ,20200210-20200213,
"
静静in爱紫",应该问问，03年以后我国的防疫技术和事业进步了多少，现在被动挨打到底是为啥，对卫生事业有啥支持吗？医生护士紧缺，生活水平温饱，财政不支持。。。 ,20200210-20200213,
"
陌上·蔷薇love",???????? ,20200210-20200213,
"
angel5zoe",希望人们吸取这次教训，如果有下回可能和你厉害，想想都害怕 ,20200210-20200213,
"
乐馨心",希望有人能自愿捐助，病人需要你们 ,20200210-20200213,
"
whjyzgj",社会角度？比例比17年前大幅提高的服务业受重创 大量（？）小企业破产裁员 全国全面停工停学 最近复工之后的影响还都未知 怎么看都比十七年前更严重 ,20200210-20200213,
"
呆桃家的肖憨憨",感觉这是一个会升级的Boss  ,20200210-20200213,
"
Cuendillarr",之前摸不清为啥选择低估呢 ,20200210-20200213,
"
霸者狙神",这个病毒就像闪耀型迪迦 ,20200210-20200213,
"
gialien2888",高部长，你坑死全国人民了！ ,20200210-20200213,
"
大概是你喜欢盛开",第一批专家组准备怎么处理的？ 应该可以按照重大危害国家安全罪来处理吧？ ,20200210-20200213,
"
zhu默默地",中医快点进入！！！！！ ,20200210-20200213,
"
糖浆cp超甜吖",非典死亡率更高（相比于这个），这个传染率更高 ,20200210-20200213,
"
捡橘子皮环保人士",我感觉这次比当年的非典严重多了 感染的人更多 死亡病例也更多 ,20200210-20200213,
"
Natsuno-爆炸吧现充",那时交通没现在方便，所以千里送毒的也比现在少吧……其实非典时也挺慌的 ,20200210-20200213,
"
哈利一直在前进",真的吗？是部分重症患者还是大部分患者 需要尽快搞清楚 ,20200210-20200213,
"
Original生活记录",一天一个说法。 ,20200210-20200213,
"
witch薇儿",非典的时间，交通没那么方便，传播范围小，广州有事，但是广东一些偏远城市都没有问题 ,20200210-20200213,
"
老脸",谢谢，可是今天问我们驾校说没延长，我明天再跟驾校确定，谢谢您 ,20200210-20200213,
"
姜堰ee",听大哥的！ ,20200210-20200213,
"
梨乡宁陵",【#新冠肺炎比SARS病情进展更快#】 ,20200210-20200213,
"
昨天高烧60度",铁哥来了 ,20200210-20200213,
"
M-satoshi",是啊 网络太发达了 ,20200210-20200213,
"
----心岛初晴",@此生L_来世L @七公子是个妞 越来越接近真实 ,20200210-20200213,
"
麎麇",加油啊 ,20200210-20200213,
"
远櫂-旧游",之前的都看到了????我的意思是他们会不会都推翻了换新说法 ,20200210-20200213,
"
浪荡子郭军",武汉加油，中国加油。早日状来赚取胜利！ ,20200210-20200213,
"
櫻井很好but我的了",前期难发现难确诊，后期爆发速度快且对心肺功能攻击性大，就算痊愈以后心肺收到的损害并不会恢复到很好的状态，根据病情程度和所用药物，目前来看公布的药物不良反应还是比较严重的，大体对心脏肾脏肝脏都有反应，如使用了艾滋病药物则不良反应范围会大大增加 ,20200210-20200213,
"
Super-ZY98",如果武汉和湖北zf及时处理的话，确实是可防可控。。。 ,20200210-20200213,
"
维他命维维豆奶",一个官微竟然评论了一句日尼玛 ,20200210-20200213,
"
汉诺塔煎饼",或者在他的微博里直接搜延期，就能看到。 ,20200210-20200213,
"
Sun晒Sky",现在上网的人多，但是03年信息传播慢，人心惶惶，囤积食盐，抢购葱姜蒜醋 ,20200210-20200213,
"
中原杞人",#中原战疫# ,20200210-20200213,
"
我的老婆林润娥",轻疫幅王 ,20200210-20200213,
"
绾颜2018",别说什么第一次了，就算是第一次也不应该掉以轻心 ,20200210-20200213,
"
风云变幻小小尘",毒性比sars弱，死亡率比sars低很多，这个是事实。但传播能力绝对比sars高。 ,20200210-20200213,
"
汉诺塔煎饼",微博账号 @公安部交通管理局????，2月1日20,20200210-20200213,
"
麦兜爱夏天",害，感觉没个头 ,20200210-20200213,
"
用户胖胖gg",日尼玛是个什么梗啊？不懂就问 ,20200210-20200213,
"
我正经大叔",怎么又换了说法？？？？我到底相信谁 ,20200210-20200213,
"
乔枳-",大哥喝瓶阔乐 ,20200210-20200213,
"
幸运的双子YXY",之前不是一直说新冠致死率和严重程度没有非典大吗？？ ,20200210-20200213,
"
泉州好汉",也可以让下一个地震小一点。 ,20200210-20200213,
"
XiaForeverGirl",一般不会，除非是重症患者，但也比非典那时候好一些，因为现在医疗也相比17年前发达了许多 ,20200210-20200213,
"
南海的小圈圈",说谎另说，如果只是早期没有研究清楚，也正常 ,20200210-20200213,
"
Nnnnnnonononono",哦！看到了！ ,20200210-20200213,
"
元气manman",@堂堂天地 @水師DDD @闪电蛇 @香港警察 @香港正義朋友 看看新冠肺炎又多可怕 ,20200210-20200213,
"
分开也像同渡过leslie",真的是这样 初中的时候经历SARS 虽然停课了 但是也没这么严重 ,20200210-20200213,
"
北国隐圣",意思是在医学角度来讲，对人体造成的破坏比非典严重，从社会角度来讲，由于医学发展、国家处理较为及时等因素，比非典时期造成的损失较小 ,20200210-20200213,
"
奋斗lNG",专家太多，不晓得听哪个专家的了 ,20200210-20200213,
"
延安农业人",感觉这个病毒是个会成长的BOSS ,20200210-20200213,
"
耶稣鱼籽",比非典呼吸衰竭快，比非典病情进展快，比非典对心脏损伤大，更加危险的是,20200210-20200213,
"
实在不知道起个啥昵称呢",可防可控 不作为的领导间接害死人 该枪毙 ,20200210-20200213,
"
机械学院的蔷薇花",后续的死亡数量会增加，这是提前打的预防针 ,20200210-20200213,
"
爱德华厨娘",现在每天关注疫情的结果就是我的智商不够用 ,20200210-20200213,
"
不等50828",早干嘛去了！ ,20200210-20200213,
"
北纬1128度",转发微博 ,20200210-20200213,
"
恰一颗小柠檬",@盒皮的小柠檬 ,20200210-20200213,
"
M-satoshi",非典多少人感染？死亡多少？传染速度有多快？跟媒介报道有个鸡毛关系？听不懂杠啥？ ,20200210-20200213,
"
壹柒柒柒77",就是比非典严重呗 ,20200210-20200213,
"
呆桃家的肖憨憨",大哥 你说 你是不是在微博买房了 ,20200210-20200213,
"
棉花糖OTZ",1.十七年前人口流动没这么大，坐个飞机也还是比较花钱的事，高铁还没有呢，私家车有多少，交通比现在弱多了；2.那会手机比现在拥有量低多了，就是有，也不是用来上网的，获取信息的速度慢很多。 ,20200210-20200213,
"
凌晨五点CPA",李医生那时候就是心脏停了。还看到很多病人说呼吸困难。 ,20200210-20200213,
"
南平七里香",你可以微博搜一下，之前专家回答过这个问题，这次肺炎大多都是轻症，基本不会留下后遗症。 ,20200210-20200213,
